title | rating
Rosario | 7.8
Secondo tempo | 7.8
Semshook | 7.8
Slow Southern Steel | 7.8
Someplace with a Mountain | 7.8
Strange Angel | 7.8
Summer Pasture | 7.8
Taken by Force | 7.8
Teacher Irena | 7.8
The Busters - Eine Band für die Ewigkeit | 7.8
The Carrier | 7.8
The Clean Bin Project | 7.8
The Day the World Turned Dayglo | 7.8
The Disappearance of McKinley Nolan | 7.8
The Fighter | 7.8
The Fighter's Ballad | 7.8
The Gift | 7.8
The Great American Moon Rock Caper | 7.8
The Holy Wives | 7.8
The Man from Nowhere | 7.8
The Misunderstood Epidemic: Depression | 7.8
The Peddler | 7.8
The Pink Wall | 7.8
The Promise: The Making of Darkness on the Edge of Town | 7.8
The Silent Epidemic | 7.8
The Tempest | 7.8
The Tillman Story | 7.8
There Once was an Island: Te Henua e Nnoho | 7.8
To Be Heard | 7.8
Ultimate Guide to Flight | 7.8
Uma Noite em 67 | 7.8
Untouchable | 7.8
Video Nasties: Moral Panic, Censorship & Videotape | 7.8
Voices Unbound: The Story of the Freedom Writers | 7.8
Von der Liebe und den Zwängen: Mutmaßungen über Fassbinders 'Ich will doch nur, daß ihr mich liebt' | 7.8
Walking Back to Happiness | 7.8
Water Makes Money | 7.8
We Still Live Here: Âs Nutayuneân | 7.8
Where My Heart Beats | 7.8
Who Are You to Me? | 7.8
Who Pays the Hitman | 7.8
Winds of Heaven | 7.8
Wir sitzen im Süden | 7.8
Wishes Fulfilled! An Exclusive Cinema Event with Dr. Wayne W. Dyer | 7.8
World's Largest | 7.8
Woyzeck | 7.8
Zhenitba | 7.8
Zorro and Scarlet Whip Revealed! | 7.8
4192: The Crowning of the Hit King | 7.7
A Casa Verde | 7.7
A Hand Full of Dirt | 7.7
A Savior Red | 7.7
Ad ogni costo | 7.7
Afghanistan | 7.7
America Stripped | 7.7
An African Journey with Jonathan Dimbleby | 7.7
Apaporis: In Search of One River | 7.7
Aquí me quedo | 7.7
Ayirathil Oruvan | 7.7
Band on the Search | 7.7
Bardsongs | 7.7
Battle of Britain: The Real Story | 7.7
Before We Say Goodbye | 7.7
Bheemli Kabadi Jattu | 7.7
Booley | 7.7
Breaking Man | 7.7
Brownstones to Red Dirt | 7.7
Buen día, día | 7.7
Cameraman: The Life and Work of Jack Cardiff | 7.7
Cavaliers seuls | 7.7
Confessions of an Eco-Terrorist | 7.7
Faux | 7.7
Fire in Babylon | 7.7
Flipped | 7.7
Folk! | 7.7
Fortune Teller | 7.7
GasLand | 7.7
Go West | 7.7
Hana Surf Girls | 7.7
Happy People: A Year in the Taiga | 7.7
Hari untuk Amanda | 7.7
Harry Potter and the Deathly Hallows: Part 1 | 7.7
He Steals with His Eyes | 7.7
Heinrich Kieber - Datendieb | 7.7
Hiding Place | 7.7
His Naked Mind | 7.7
How to Kill Your Boss | 7.7
Hubble | 7.7
I Bought a Rain Forest | 7.7
I Won't Go | 7.7
I'm Dangerous with Love | 7.7
In 200 Characters or Less | 7.7
Jamás leí a onetti | 7.7
Janine | 7.7
Jehovah's Witnesses: Faith in Action, Part 1 - Out of Darkness | 7.7
Journey on the Wild Coast | 7.7
Kapitalism: Our Improved Formula | 7.7
Katka | 7.7
Kick in Iran | 7.7
Las Angeles | 7.7
Li ké terra | 7.7
Long thành cam gia ca | 7.7
Lunatics, Lovers & Poets | 7.7
Make No Little Plans: Daniel Burnham and the American City | 7.7
Maria Costa's Macho Men and the Women Who Love Them | 7.7
Max Romer: Appalachian Justice | 7.7
Melissa Mom and Me | 7.7
Mighty Uke | 7.7
Mineville | 7.7
Mundialito | 7.7
Music Makes a City: A Louisville Orchestra Story | 7.7
Nagore | 7.7
Not-So-Super Girl | 7.7
Ocean State | 7.7
On the Streets | 7.7
Out of Annapolis | 7.7
Overdose | 7.7
Peep Culture | 7.7
Pitas | 7.7
Problema | 7.7
Public Speaking | 7.7
Puppet | 7.7
Pushing the Elephant | 7.7
Reflections on the USS Arizona Memorial | 7.7
Rock On | 7.7
Run to Ground | 7.7
Sa'yo lamang | 7.7
Sacred Earth | 7.7
Sailor | 7.7
Sharon Amrani: Remember His Name | 7.7
Sieben Nächte am See | 7.7
Sing: The Hotel Cafe Tour Documentary | 7.7
Skinning the Cat | 7.7
Street Days | 7.7
Tangled | 7.7
The Acceptance | 7.7
The Americans in the Bulge | 7.7
The Art of Power | 7.7
The Autobiography of Nicolae Ceausescu | 7.7
The Ball | 7.7
The Colours of Cultural Diversity | 7.7
The Dolphins of Shark Bay | 7.7
The Farmer and the Horse | 7.7
The Last Time I Saw Soap | 7.7
The Mulberry Tree | 7.7
The Officer's Wife | 7.7
The Other Chelsea: A Story from Donetsk | 7.7
The Pipe | 7.7
The Practice of the Wild | 7.7
The Social Network | 7.7
To Kill an Irishman | 7.7
Together | 7.7
Tommy | 7.7
Train to Nowhere: Inside an Immigrant Death Investigation | 7.7
Trim | 7.7
Trooper | 7.7
True Stories: The Trials of Amanda Knox | 7.7
White Whale | 7.7
Winston Churchill: Walking with Destiny | 7.7
Wishful, Sinful | 7.7
Working Girl | 7.7
Ye Maaya Chesave | 7.7
Yerek Yereko | 7.7
127 Hours | 7.6
13 Assassins | 7.6
180° South | 7.6
6ft Hick: Notes from the Underground | 7.6
8 Dates with Paul | 7.6
A Fighting Chance | 7.6
A Little Thing Called Love | 7.6
A Little Victory | 7.6
A Worthy Gentleman | 7.6
Accidental Icon: The Real Gidget Story | 7.6
Aficionados | 7.6
Aftershock | 7.6
Athmakadha | 7.6
Atlantic Crossing: A Robot's Daring Mission | 7.6
Auk nr 8 | 7.6
Autumn Gold | 7.6
Bad Faith | 7.6
Batomuni Ko Phool | 7.6
Better Life | 7.6
Blood of Braves | 7.6
Bride Trafficking Unveiled | 7.6
Burning in the Sun | 7.6
Bêrîvan | 7.6
Cage Free | 7.6
Calavera Highway | 7.6
California Dreaming | 7.6
Camera Obscura | 7.6
Charles Beaumont: The Short Life of Twilight Zone's Magic Man | 7.6
Chasing Legends | 7.6
Chercher le courant | 7.6
Cult Witness | 7.6
Dalam mihrab cinta | 7.6
Dance with the One | 7.6
December | 7.6
Deforce | 7.6
Despicable Me | 7.6
Diario de Uma Busca | 7.6
Do Dooni Chaar | 7.6
Don't Quit Your Daydream | 7.6
El mar muerto | 7.6
Everyday Sunshine: The Story of Fishbone | 7.6
Eye Above Prague | 7.6
Family Instinct | 7.6
Fantasia Lusitana | 7.6
Finding Virginia | 7.6
Football Manager: More Than Just a Game | 7.6
Football is God | 7.6
Generation Exile | 7.6
Ghost Bridge | 7.6
Grace Paley: Collected Shorts | 7.6
Grandma, a Thousand Times | 7.6
Hanging Perverts | 7.6
Hello Ghost | 7.6
Hidden Battles | 7.6
How Are You Doing, Rudolf Ming? | 7.6
I Am | 7.6
I Will Die Without You | 7.6
Iconoclast | 7.6
Immortal | 7.6
In a Better World | 7.6
Inshallah, football | 7.6
Jakarta Twilight | 7.6
Jeremy Jones' Deeper | 7.6
Kabbalah | 7.6
Kerberos | 7.6
Kevorkian | 7.6
Kick-Ass | 7.6
Kinshasa Symphony | 7.6
La relève du dinosaure | 7.6
Les dragons n'existent pas | 7.6
Leuenklinge | 7.6
Lumpinee | 7.6
Making Fifty Million | 7.6
Malaki: Scent of an Angel | 7.6
Man with No Name | 7.6
Market Street | 7.6
Marwencol | 7.6
Mayer Chokh | 7.6
Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God | 7.6
Mighty Jerome | 7.6
Mirrors Facing Mirrors | 7.6
Missing Audrey | 7.6
Moonbug | 7.6
Moves | 7.6
My American Exodus | 7.6
My American Nurse 2 | 7.6
Nick Saban: Gamechanger | 7.6
Nostalgia for the Light | 7.6
Novo je da sam bila zlostavljana | 7.6
Objetivo Braila | 7.6
Ocean Heaven | 7.6
On Holiday | 7.6
Orange Grove | 7.6
Orr Eravuu | 7.6
Pelada | 7.6
Phil Ochs: There But for Fortune | 7.6
PorNO | 7.6
Postcard to Daddy | 7.6
Prithvi | 7.6
Qandil Mountains | 7.6
Rakhta Charitra | 7.6
Raw Opium | 7.6
Rene Midis Holivudshi | 7.6
Rest in Peace | 7.6
Revolution 101 | 7.6
Romans d'ados 2002-2008: 4. Adultes mais pas trop... | 7.6
Runways & BunkBeds | 7.6
Ser | 7.6
Sheoeyin Kenna | 7.6
Shine Baby Shine | 7.6
Shosholoza Express | 7.6
Snow | 7.6
SoLa: Louisiana Water Stories | 7.6
Solartaxi: Around the World with the Sun | 7.6
Solutions locales pour un désordre global | 7.6
Something's Gonna Live | 7.6
Stella's War | 7.6
Submarino | 7.6
Sunday Morning in Victoria Park | 7.6
Supériorité | 7.6
Taevalaul | 7.6
Tarot Srbija | 7.6
Taste the Waste | 7.6
The Beginner | 7.6
The Bolshoi Ballet: Live From Moscow - The Nutcracker | 7.6
The Co(te)lette Film | 7.6
The Desert of Forbidden Art | 7.6
The Doubleganger | 7.6
The Guardians | 7.6
The Inner Weigh | 7.6
The Japanese Wife | 7.6
The Last Nazi Hunter | 7.6
The Magic of Christmas II | 7.6
The Minutemen Movie | 7.6
The One True Thing | 7.6
The Pinnacle | 7.6
The Prince and the Pagoda Boy | 7.6
The Renaissance of Mata Ortiz | 7.6
The Secret Philosophy | 7.6
The Secret World of Arrietty | 7.6
The Transition Period | 7.6
The Visual Language of Herbert Matter | 7.6
Therapissed | 7.6
This Wretched Life | 7.6
Tiempo muerto | 7.6
Trailerpark | 7.6
Tres Marias | 7.6
True Grit | 7.6
Uritorco, en la cumbre solo te espera el miedo | 7.6
Vida Sobre Rodas | 7.6
We Had a Dream | 7.6
Wedding Dress | 7.6
Whale | 7.6
What Men Talk About | 7.6
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) | 7.6
Who Took the Bomp? Le Tigre on Tour | 7.6
Witness to History: The Sights & Sounds of December 7th, 1941 | 7.6
Wohti Le Kay Jani Aay | 7.6
World Peace and Other 4th Grade Achievements | 7.6
You Have the Right to Remain Violent | 7.6
Zero 2 | 7.6
12th & Delaware | 7.5
1MC: Something of Vengeance | 7.5
22:43 | 7.5
50/50 | 7.5
678 | 7.5
A Boy Has Been Dead | 7.5
A Letter to Elia | 7.5
Ai Weiwei: Without Fear or Favour | 7.5
Al final de la escapada | 7.5
Armadillo | 7.5
Ash Runners | 7.5
Auschwitz, the First Testimonies | 7.5
Bag It | 7.5
Before the Rain | 7.5
Being in the World | 7.5
Benda Bilili! | 7.5
Bheem vs Aliens | 7.5
Biutiful | 7.5
Boy | 7.5
Bright Day! | 7.5
Casanova, identitate feminina | 7.5
Child of Giants | 7.5
Children of the Revolution | 7.5
Collaboration Horizontale | 7.5
Colorful | 7.5
Convento | 7.5
Dad's in Heaven with Nixon | 7.5
Daniel Schmid - Le chat qui pense | 7.5
Draquila - L'Italia che trema | 7.5
Echotone | 7.5
Edonism | 7.5
Family Affair | 7.5
Farmer's Tan | 7.5
Fat, Sick & Nearly Dead | 7.5
Festival of Lights | 7.5
Flip, Flop, and Fly, 40 Years of the Downchild Blues Band | 7.5
Florent: Queen of the Meat Market | 7.5
Force of Nature | 7.5
Fortress of War | 7.5
Franklin Wunder | 7.5
Fritz Bauer - Tod auf Raten | 7.5
From Hollywood to Hollywood | 7.5
Gaana Bajaana | 7.5
Gintama: The Movie | 7.5
Gods of Accident | 7.5
Harvey Putter and the Ridiculous Premise | 7.5
Hello Stranger | 7.5
Hey, Boo: Harper Lee and 'To Kill a Mockingbird' | 7.5
Identity Card | 7.5
Im Haus meines Vaters sind viele Wohnungen | 7.5
Inadequate People | 7.5
Ip Man 2 | 7.5
Jeans, une planète en bleu | 7.5
José Martí: el ojo del canario | 7.5
Katrina Cop in the Superdome | 7.5
Khaleja | 7.5
King of Devil's Island | 7.5
Left by the Ship | 7.5
Lost Angels: Skid Row Is My Home | 7.5
Martin Matte - Condamné à l'excellence | 7.5
Master Qi and the Monkey King | 7.5
Mastermind | 7.5
Metal Messiah | 7.5
Mikis Theodorakis - The Composer of Poets and Visions from 1950 to the Present | 7.5
Music | 7.5
National Theatre Live: Hamlet | 7.5
No Entry No Exit | 7.5
No Leaf Clover | 7.5
Novembre | 7.5
Our House | 7.5
People I Could Have Been and Maybe Am | 7.5
Pete & Cleo | 7.5
Phas Gaye Re Obama | 7.5
Piece of Mind | 7.5
Point of Death | 7.5
Poor Wee Me | 7.5
Potcircle | 7.5
Primary! | 7.5
Rat za Dubrovnik | 7.5
Red Gloves | 7.5
Restrepo | 7.5
Rio Sonata: Nana Caymmi | 7.5
Road to Sangam | 7.5
Sanju Aau Sanjana | 7.5
Sankaku | 7.5
Sarah's Key | 7.5
Scott Pilgrim vs. the World | 7.5
Separado! | 7.5
Skate of Mind | 7.5
Sleather | 7.5
Small Town Killing | 7.5
Starlight & Superfish | 7.5
Still Standing | 7.5
Surviving Hitler: A Love Story | 7.5
Swayamsiddha | 7.5
The Beast Pageant | 7.5
The Black Gaze | 7.5
The Dark Side of Chocolate | 7.5
The Deadlines | 7.5
The Devil and Danny Webster | 7.5
The First Grader | 7.5
The Gracies and the Birth of Vale Tudo | 7.5
The Green Wave | 7.5
The Icing | 7.5
The Illusionist | 7.5
The Lord Is Not on Trial Here Today | 7.5
The Overnight | 7.5
The Pharmacist | 7.5
The Reason | 7.5
The Samba Within Me | 7.5
The Town | 7.5
The Vern: A One Hit Wonder Story | 7.5
The War Reporter | 7.5
The Whisper Home | 7.5
The Wrong Way | 7.5
Third Star | 7.5
Thunder Soul | 7.5
Tilt | 7.5
Top Hero | 7.5
Trading on Thin Air | 7.5
Transcending: The Wat Misaka Story | 7.5
Trigun: Badlands Rumble | 7.5
Tucker and Dale vs Evil | 7.5
Unhinged: Surviving Jo'burg | 7.5
United We Fall | 7.5
Waiting for 'Superman' | 7.5
Wastings & Pain | 7.5
Water on the Table | 7.5
We're the Weakerthans, We're from Winnipeg | 7.5
When We Leave | 7.5
Wigger | 7.5
¿Quién dijo miedo? | 7.5
100 Voices: A Journey Home | 7.4
71: Into the Fire | 7.4
8uppers | 7.4
A Cry in the Dark | 7.4
A Drummer's Dream | 7.4
A Film Unfinished | 7.4
A Small Act | 7.4
A ojos cerrados | 7.4
Africa First: Volume One | 7.4
After the Apocalypse | 7.4
Ami Aadu | 7.4
An Early Frost | 7.4
Ascent to the Sky | 7.4
Autograph | 7.4
Bleach the Movie: Hell Verse | 7.4
Blind Sided | 7.4
Blue Valentine | 7.4
Boris Vian, swing à Saint-Germain des Prés | 7.4
Boys of Summer | 7.4
Breakdance Academy | 7.4
Breaking and Entering | 7.4
Burzynski | 7.4
CERN, or The Factory for the Absolute | 7.4
Caro Francis | 7.4
Cave of Forgotten Dreams | 7.4
Cinematic Titanic: Danger on Tiki Island | 7.4
Cinematic Titanic: The Alien Factor | 7.4
Client 9: The Rise and Fall of Eliot Spitzer | 7.4
Creating the World of Harry Potter, Part 4: Sound and Music | 7.4
Cultures of Resistance | 7.4
Damascus Roof and Tales of Paradise | 7.4
Dancing Dreams | 7.4
Danguard Ace 2 | 7.4
Danguard Ace 3 | 7.4
Darfur | 7.4
Darklands | 7.4
Dead Americans | 7.4
Discover the Gift | 7.4
Dissolution | 7.4
Dive! | 7.4
Echoes of the Rainbow | 7.4
El Papus, anatomia d'un atemptat | 7.4
El camino del vino | 7.4
Estrada | 7.4
Even the Rain | 7.4
Failing Better Now | 7.4
Forget Me Not | 7.4
Gohine Shobdo | 7.4
Guzaarish | 7.4
Harmony | 7.4
Have You Heard from Johannesburg: Hell of a Job | 7.4
Hempsters: Plant the Seed | 7.4
Honest Man: The Life of R. Budd Dwyer | 7.4
Hunting Season | 7.4
Há Tourada na Aldeia | 7.4
Ilha da Cova da Moura | 7.4
In the Garden of Sounds | 7.4
In the Land of Fireworks | 7.4
Into Eternity: A Film for the Future | 7.4
Israel vs Israel | 7.4
Joan Rivers: A Piece of Work | 7.4
Kazura | 7.4
Kingshighway | 7.4
La faute des fleurs: A Portrait of Kazuki Tomokawa | 7.4
La nit que va morir l'Elvis | 7.4
La tela protectora | 7.4
Land | 7.4
Las horas del día | 7.4
Let the Bullets Fly | 7.4
Libertopia | 7.4
Lobotomiya | 7.4
Look at What the Light Did Now | 7.4
Lost & Found | 7.4
Louder Than a Bomb | 7.4
Machete Maidens Unleashed! | 7.4
Majority | 7.4
Maryada Ramanna | 7.4
Mundhinam Paartheney | 7.4
My Sexual Life | 7.4
Mysteries of Lisbon | 7.4
NY Export: Opus Jazz | 7.4
Nandalala | 7.4
No Mercy | 7.4
No Woman, No Cry | 7.4
Of Games and Escapes | 7.4
On the Water | 7.4
Once Upon a Time in Mumbai | 7.4
One Long Day | 7.4
Peepli (Live) | 7.4
Per/Versions | 7.4
Polish Bar | 7.4
Precious Life | 7.4
Presence of Darkness | 7.4
Rabâzu: Oou onna | 7.4
Reindeerspotting - Escape from Santaland | 7.4
Robert Williams Mr. Bitchin' | 7.4
Secrets of the Tribe | 7.4
Silent Shame | 7.4
Sky Island | 7.4
Solitær | 7.4
Somewhere to Disappear | 7.4
Space Pirate Captain Harlock 2 | 7.4
Standing Army | 7.4
Stephen K Amos: The Feelgood Factor | 7.4
Table at Luigi's | 7.4
Tetris | 7.4
The Accidental Death of Joey by Sue | 7.4
The Bacchae | 7.4
The Big Sleaze | 7.4
The Big Uneasy | 7.4
The Door | 7.4
The Next Three Days | 7.4
The Nobel Prize Winner | 7.4
The People You Know | 7.4
The Piano in a Factory | 7.4
The Sinners | 7.4
The Sonosopher: Alex Caldiero... in Life, in Sound | 7.4
The Two Roomer | 7.4
The Way | 7.4
The Westsiders | 7.4
Theo | 7.4
This Wrestling Life | 7.4
Tierra madre | 7.4
Time of Eve | 7.4
To Fly | 7.4
Ultraman Zero: The Revenge of Belial | 7.4
Valley Of Strength | 7.4
Vimukthi | 7.4
Wandering Soul | 7.4
When the Dragon Swallowed the Sun | 7.4
Wintervention | 7.4
You Don't Like the Truth: 4 Days Inside Guantanamo | 7.4
Zvorykin-Muromets | 7.4
10 Mountains 10 Years | 7.3
100 Miles to 40 | 7.3
108 | 7.3
18 cigarrillos y medio | 7.3
A Name Is a Name | 7.3
American Coup | 7.3
Andalusian Doug | 7.3
Animal Kingdom | 7.3
Another Year | 7.3
Auf der sicheren Seite | 7.3
Barney's Version | 7.3
Beautiful Darling | 7.3
Bedevilled | 7.3
Betrayed | 7.3
Bicicleta, cullera, poma | 7.3
Big River | 7.3
Bodysnatchers of New York | 7.3
Born to Skate | 7.3
Boy | 7.3
Brente popcorn | 7.3
Brother | 7.3
Byomkesh Bakshi | 7.3
Bödälä - Dance the Rhythm | 7.3
Certified Copy | 7.3
Chandani: The Daughter of the Elephant Whisperer | 7.3
Chihuly Fire and Light | 7.3
Cirkus Columbia | 7.3
Colin Hearts Kay | 7.3
Confession | 7.3
Danguard Ace | 7.3
Darling | 7.3
Dead Youth | 7.3
Deep Down: A Story from the Heart of Coal Country | 7.3
Ditch | 7.3
Divine Pig | 7.3
Diwana | 7.3
Do You See Colors When You Close Your Eyes? | 7.3
Dreaming Mali | 7.3
Duga | 7.3
Earthships New Solutions | 7.3
En attendant Godard | 7.3
En el cuerpo equivocado | 7.3
Eve's Necklace | 7.3
Fireplace for your Home: Christmas Music | 7.3
Firestorm | 7.3
Forgotten Pills | 7.3
Four Lions | 7.3
Frauenzimmer | 7.3
Ganavim Ba Hok | 7.3
Gnarr | 7.3
Good Sharma | 7.3
Grande Hotel | 7.3
Haapus | 7.3
Heaven's Story | 7.3
Hello! How Are You? | 7.3
Henry | 7.3
How Funny (This Country Is) | 7.3
Hula and Natan | 7.3
Human Terrain | 7.3
I Miss You | 7.3
I'm Not Here: And She's Not There | 7.3
In Mysterious Ways | 7.3
In the Drink | 7.3
In the Land of the Free... | 7.3
Incredibly Small | 7.3
Innocent | 7.3
Ishqiya | 7.3
Jane's Journey | 7.3
Jawani Zindabaad | 7.3
Jozi | 7.3
Just a Beginning | 7.3
Kayip Armagan | 7.3
Kick Off | 7.3
Kooky | 7.3
Kurdish Lover | 7.3
La Tarago Wa La Esteslam | 7.3
La rizière | 7.3
La última cima | 7.3
Late December | 7.3
Le chemin noir | 7.3
Leo e Bia | 7.3
Licht in leeren Häusern | 7.3
Loose Cannons | 7.3
Love, Lust & Lies | 7.3
Making Your Mark (A Year in the Life of an Entrepreneur) | 7.3
Malik Ek | 7.3
Marathon Boy | 7.3
Men Who Swim | 7.3
Merry-Go-Round | 7.3
Messages from the Sea | 7.3
Metrobranding | 7.3
Microphone | 7.3
Minus One | 7.3
Mission London | 7.3
Mister Rogers & Me | 7.3
Moi, la finance et le développement durable | 7.3
My Friend, Oscar. | 7.3
My Mom | 7.3
My Nappy Roots: A Journey Through Black Hair-itage | 7.3
My Trip to Al-Qaeda | 7.3
Mynaa | 7.3
Naanu Nanna Kanasu | 7.3
Naked Cinema | 7.3
Nice Guys | 7.3
Night Shifts | 7.3
Nuclear Tipping Point | 7.3
Oka Tupaki Moodu Pittalu | 7.3
Omae umasoudana | 7.3
Omdat wij mooi waren | 7.3
Peace | 7.3
Pizza Bethlehem | 7.3
Play Again | 7.3
Popular Unrest | 7.3
Portraits deutscher Alkoholiker | 7.3
Prosecutor | 7.3
Pâtonâzu | 7.3
Qalb ko'zi | 7.3
Queen of the Sun: What Are the Bees Telling Us? | 7.3
Question in Details | 7.3
Raito noberu no tanoshii kakikata | 7.3
Record | 7.3
República | 7.3
Ride, Rise, Roar | 7.3
Robinson in Ruins | 7.3
Samudra | 7.3
Saxon: Heavy Metal Thunder | 7.3
Shodô Girls!! | 7.3
Soldiers | 7.3
Spanish Hollywood | 7.3
Starting at the Finish Line: The Coach Buehler Story | 7.3
Stiffs | 7.3
Stylus | 7.3
Submarine | 7.3
Surviving Life (Theory and Practice) | 7.3
T.D. Dasan Std: VI. B | 7.3
Take One: A Documentary Film About Swedish House Mafia | 7.3
Teenage Paparazzo | 7.3
Thamizh Padam | 7.3
The Afghan Caravan | 7.3
The Arbor | 7.3
The Ballad of Des & Mo | 7.3
The Battle for Marjah | 7.3
The Beast | 7.3
The Coach: 40 Year-Old Figure Skater | 7.3
The Codes of Gender | 7.3
The Elephant in the Living Room | 7.3
The Furious Force of Rhymes | 7.3
The Gentle Art of Making Friends | 7.3
The Knot | 7.3
The Last Four | 7.3
The Legend of Masty Huba | 7.3
The Man Who Saw Frankenstein Cry | 7.3
The Matchmaker | 7.3
The Oath | 7.3
The Package Vol. 1 | 7.3
The Rise and Fall of Their American Dream | 7.3
The Russian Cowboy | 7.3
The Shark Con | 7.3
The Way Back | 7.3
The Wildest Dream | 7.3
The Yellow Sea | 7.3
Themba | 7.3
Tin Tan | 7.3
To Whom It May Concern: Ka Shen's Journey | 7.3
Tom Atkins Blues | 7.3
Tomato Man | 7.3
Toscan | 7.3
Trampolim do Forte | 7.3
Upon a Midnight Clear | 7.3
VIPs: Histórias Reais de um Mentiroso | 7.3
Vapor Trail (Clark) | 7.3
Venid a las cloacas: La historia de la Banda Trapera del Río | 7.3
Vodka Factory | 7.3
We Heard the Bells: The Influenza of 1918 | 7.3
Webdultery | 7.3
Will the Real Terrorist Please Stand Up? | 7.3
Women Are Heroes | 7.3
Writer's Block | 7.3
Yaddash | 7.3
0.56% ¿Qué le pasó a México? | 7.2
3 Magic Words | 7.2
A Bottle in the Gaza Sea | 7.2
AIR: The Musical | 7.2
Absent | 7.2
Abuelos | 7.2
Ain't in It for My Health: A Film About Levon Helm | 7.2
All we ever wanted | 7.2
An Ecology of Mind | 7.2
Andari Bandhuvaya | 7.2
Andartu terlampau... 21 hari mencari suami | 7.2
Animals, Whores & Dialogue: Breakfast with Hunter Vol. 2 | 7.2
Arugba | 7.2
As If I Am Not There | 7.2
Band Baaja Baaraat | 7.2
Barbershop Punk | 7.2
Barnabus & Bella | 7.2
Before Opening Night | 7.2
Beginners | 7.2
Ben & Sam | 7.2
Bentein men misr | 7.2
Black Diamond | 7.2
Blood Into Wine | 7.2
Blood in the Mobile | 7.2
Boss Engira Baskaran | 7.2
Breaking News | 7.2
Broker | 7.2
C'est déjà l'été | 7.2
Camp Victory, Afghanistan | 7.2
Chasing the Dream | 7.2
Cheburashka | 7.2
Chico & Rita | 7.2
China: The Rebirth of an Empire | 7.2
Cocktail | 7.2
Confession of a Gangster | 7.2
Contact | 7.2
Conviction | 7.2
Crack House USA | 7.2
Curious George: Back to School | 7.2
Czech Peace | 7.2
DMT: The Spirit Molecule | 7.2
DSB: The Movie | 7.2
Dangerous Intimacy: The Untold Story of Mark Twain's Final Years | 7.2
Dawai 2 asmara | 7.2
Dharavi, Slum for Sale | 7.2
Earth Under Water | 7.2
Edward VII, Prince of Pleasure | 7.2
Ekam: Son of Soil | 7.2
El Sicario, Room 164 | 7.2
Emir | 7.2
Erie | 7.2
Fairview St. | 7.2
Flamenco Flamenco | 7.2
Florence Fight Club | 7.2
Fugir | 7.2
Future of Hope | 7.2
Gerald | 7.2
Get Lamp | 7.2
Going Vertical: The Shortboard Revolution | 7.2
Halbzeit - Vom Traum ins Leben | 7.2
Heaven and Earth and Joe Davis | 7.2
High School Gig | 7.2
His Name Is Bob | 7.2
Holy Wars | 7.2
Honey | 7.2
Horses | 7.2
Hyper Parents & Coddled Kids | 7.2
Ik Kudi Punjab Di | 7.2
Illegal | 7.2
Incendiary | 7.2
Inkubátor | 7.2
Inside America | 7.2
Into Our Own Hands | 7.2
Inversion | 7.2
Iranian Cookbook | 7.2
Is It Easy...? After 20 Years | 7.2
Jaago | 7.2
Jews and Baseball: An American Love Story | 7.2
Jimmy Murakami: Non Alien | 7.2
Just Sex | 7.2
Khichdi: The Movie | 7.2
Kimi ni love song wo | 7.2
Klown | 7.2
Kohi Mero | 7.2
La casa por la ventana | 7.2
Last White Man Standing | 7.2
Le Quattro Volte | 7.2
Le ombre degli angeli | 7.2
Le président | 7.2
Liar Game: The Final Stage | 7.2
Life in a day | 7.2
Lost in Love | 7.2
Love in a Puff | 7.2
Luz Teimosa | 7.2
Made in Dagenham | 7.2
Madina | 7.2
Mago Digo Dai | 7.2
May I Be Frank | 7.2
Megamind | 7.2
Memories in March | 7.2
Modern Imbecile's Planet World | 7.2
Monolog | 7.2
Mothers | 7.2
My Afternoons with Margueritte | 7.2
My Barefoot Friend: The Story of Shallim and His Old Rickshaw | 7.2
My Perestroika | 7.2
NATO's Secret Armies | 7.2
Nesvatbov | 7.2
Neukölln Unlimited | 7.2
Nodame Cantabile: The Movie II | 7.2
Not the Messiah: He's a Very Naughty Boy | 7.2
Nowheresville | 7.2
Nude Study | 7.2
Obituary of the Sun | 7.2
Of Gods and Men | 7.2
Oglunuz Erdal | 7.2
On Empty | 7.2
Oniichan no hanabi | 7.2
Out of the Ashes | 7.2
Outrageous | 7.2
Oxygen | 7.2
Pagnanasa | 7.2
Palace of Silents | 7.2
Pancharangi | 7.2
Pestrye sumerki | 7.2
Planeat | 7.2
Plug & Pray | 7.2
Poor People the Great | 7.2
Porkkalam | 7.2
Positive Stories | 7.2
Prayer to a Vengeful God | 7.2
Prem by Chance | 7.2
Press | 7.2
Race to Nowhere | 7.2
Regretters | 7.2
Relentless | 7.2
Ride the Divide | 7.2
Ringa Ringa | 7.2
Roads to Mecca | 7.2
Romeo Must Hang | 7.2
Roses Are Dead | 7.2
Run If You Can | 7.2
Saigo no Chûshingura | 7.2
Samir wa Shahir wa Bahir | 7.2
Scorpio Men on Prozac | 7.2
Secretariat | 7.2
Semana Capital | 7.2
Sex Tax: Based on a True Story | 7.2
Shor in the City | 7.2
Sleepless Nights: Revisiting the Slumber Party Massacres | 7.2
Snøhulemannen | 7.2
Sound of Noise | 7.2
Spark Riders | 7.2
Stitches | 7.2
Stonewall Uprising | 7.2
Strange Powers: Stephin Merritt and the Magnetic Fields | 7.2
Surviving the Future | 7.2
